tree_id	block_id	created_at	tree_dbh	stump_diam	curb_loc	status	health	spc_latin	spc_common	steward	guards	sidewalk	user_type	problems	root_stone	root_grate	root_other	trunk_wire	trnk_light	trnk_other	brch_light	brch_shoe	brch_other	address	postcode	zip_city	community board	borocode	borough	cncldist	st_assem	st_senate	nta	nta_name	boro_ct	state	latitude	longitude	x_sp	y_sp	council district	census tract	bin	bbl
190395	107488	2015-08-30T00:00:00.000	9	0	OnCurb	Alive	Good	Gleditsia triacanthos var. inermis	honeylocust	3or4	Harmful	NoDamage	Volunteer	BranchOther	No	No	No	No	No	No	No	No	Yes	203 EAST 72 STREET	10021	New York	108	1	Manhattan	4	76	28	MN31	Lenox Hill-Roosevelt Island	1012600	New York	40.76963905	-73.96012717	995294.4231	219679.5492	4	126	1085194	1014270001
187234	218941	2015-08-29T00:00:00.000	18	0	OnCurb	Alive	Good	Ginkgo biloba	ginkgo	None	None	Damage	Volunteer	Stones	Yes	No	No	No	No	No	No	No	No	125 FT GREENE PLACE	11217	Brooklyn	302	3	Brooklyn	35	57	25	BK68	Fort Greene	3003500	New York	40.68606021	-73.97628864	990826.081	189227.5524	35	35	3059242	3021130012
205785	106342	2015-09-06T00:00:00.000	10	0	OnCurb	Alive	Good	Ginkgo biloba	ginkgo	1or2	Harmful	NoDamage	Volunteer	None	No	No	No	No	No	No	No	No	No	268 WEST 73 STREET	10023	New York	107	1	Manhattan	6	67	29	MN14	Lincoln Square	1015900	New York	40.78017187	-73.9833793	988853.059	223514.9333	6	159	1030532	1011640059
201410	102977	2015-09-04T00:00:00.000	3	0	OnCurb	Alive	Good	Ginkgo biloba	ginkgo	None	None	NoDamage	NYC Parks Staff	None	No	No	No	No	No	No	No	No	No	212 FORSYTH STREET	10002	New York	103	1	Manhattan	1	65	26	MN27	Chinatown	1003601	New York	40.72311463	-73.9903307	986930.1807	202726.8479	1	3601	1005616	1004220046
208760	107164	2015-09-08T00:00:00.000	17	0	OnCurb	Alive	Good	Ginkgo biloba	ginkgo	1or2	Harmful	NoDamage	Volunteer	RootOther	No	No	Yes	No	No	No	No	No	No	340 EAST 64 STREET	10065	New York	108	1	Manhattan	5	76	28	MN31	Lenox Hill-Roosevelt Island	1011000	New York	40.76299829	-73.96045231	995205.4535	217260.0586	5	110	1044390	1014387501
208763	107164	2015-09-08T00:00:00.000	14	0	OnCurb	Alive	Good	Gleditsia triacanthos var. inermis	honeylocust	1or2	Harmful	NoDamage	Volunteer	RootOther	No	No	Yes	No	No	No	No	No	No	327 EAST 64 STREET	10065	New York	108	1	Manhattan	5	76	28	MN31	Lenox Hill-Roosevelt Island	1011000	New York	40.76313613	-73.96077693	995115.5042	217310.2396	5	118	1044693	1014390014
189626	223423	2015-08-30T00:00:00.000	11	0	OnCurb	Alive	Good	Ginkgo biloba	ginkgo	None	None	Damage	Volunteer	None	No	No	No	No	No	No	No	No	No	75 7 AVENUE	11217	Brooklyn	306	3	Brooklyn	39	52	21	BK37	Park Slope-Gowanus	3015900	New York	40.67490334	-73.97505728	991168.7404	185162.8784	39	159	3024556	3010630007
190394	107488	2015-08-30T00:00:00.000	11	0	OnCurb	Alive	Good	Gleditsia triacanthos var. inermis	honeylocust	3or4	Harmful	Damage	Volunteer	BranchOther	No	No	No	No	No	No	No	No	Yes	203 EAST 72 STREET	10021	New York	108	1	Manhattan	4	76	28	MN31	Lenox Hill-Roosevelt Island	1012600	New York	40.76960162	-73.96003888	995318.8847	219665.9246	4	126	1085194	1014270001
200471	104861	2015-09-03T00:00:00.000	4	0	OnCurb	Alive	Good	Ginkgo biloba	ginkgo	1or2	None	NoDamage	Volunteer	MetalGrates	No	Yes	No	No	No	No	No	No	No	115 WEST 46 STREET	10036	New York	105	1	Manhattan	4	75	27	MN17	Midtown-Midtown South	1011900	New York	40.75757044	-73.98285452	989000.0082	215280.5098	4	125	1083716	1009990029
179834	102993	2015-08-27T00:00:00.000	19	0	OffsetFromCurb	Alive	Good	Ginkgo biloba	ginkgo	None	None	NoDamage	TreesCount Staff	None	No	No	No	No	No	No	No	No	No	190 FORSYTH STREET	10002	New York	103	1	Manhattan	1	65	26	MN27	Chinatown	1003601	New York	40.72206573	-73.99110017	986716.935	202344.6757	1	3601	1077629	1004210052
180251	106093	2015-08-27T00:00:00.000	11	0	OnCurb	Alive	Good	Gleditsia triacanthos var. inermis	honeylocust	1or2	Helpful	Damage	Volunteer	None	No	No	No	No	No	No	No	No	No	31 WEST 60 STREET	10023	New York	107	1	Manhattan	3	67	27	MN14	Lincoln Square	1014500	New York	40.76964206	-73.98370686	988763.0549	219678.5535	3	145	1084277	1011130008
209063	415850	2015-09-08T00:00:00.000	11	0	OnCurb	Alive	Fair	Gleditsia triacanthos var. inermis	honeylocust	None	None	NoDamage	TreesCount Staff	None	No	No	No	No	No	No	No	No	No	286 ROMA AVENUE	10306	Staten Island	503	5	Staten Island	50	64	24	SI25	Oakwood-Oakwood Beach	5012806	New York	40.55918278	-74.10593025	954815.5382	143019.6487	50	12806	5057125	5041080273
201590	338263	2015-09-04T00:00:00.000	2	0	OffsetFromCurb	Alive	Fair	Gleditsia triacanthos var. inermis	honeylocust	1or2	None	NoDamage	TreesCount Staff	None	No	No	No	No	No	No	No	No	No	2-008 BEACH 108 STREET	11694	Rockaway Park	414	4	Queens	32	23	15	QN10	Breezy Point-Belle Harbor-Rockaway Park-Broad Channel	4093800	New York	40.58211738	-73.82864619	1031847.11	151404.0424				
187054	106107	2015-08-29T00:00:00.000	9	0	OnCurb	Alive	Good	Gleditsia triacanthos var. inermis	honeylocust	1or2	Unsure	NoDamage	NYC Parks Staff	MetalGrates,BranchOther	No	Yes	No	No	No	No	No	No	Yes	1880 BROADWAY	10023	New York	107	1	Manhattan	6	75	27	MN14	Lincoln Square	1014900	New York	40.77046435	-73.98179161	989293.5024	219978.2428	3	145	1087510	1011147503
201811	338314	2015-09-04T00:00:00.000	2	0	OffsetFromCurb	Alive	Fair	Gleditsia triacanthos var. inermis	honeylocust	1or2	None	NoDamage	TreesCount Staff	None	No	No	No	No	No	No	No	No	No	104-008 ROCKAWAY BEACH BOULEVARD	11694	Rockaway Park	414	4	Queens	32	23	15	QN10	Breezy Point-Belle Harbor-Rockaway Park-Broad Channel	4093800	New York	40.58306474	-73.82538142	1032753.279	151750.981	32	938	4303816	4161760001
208863	219320	2015-09-08T00:00:00.000	4	0	OnCurb	Alive	Good	Gleditsia triacanthos var. inermis	honeylocust	None	None	NoDamage	Volunteer	RootOther	No	No	Yes	No	No	No	No	No	No	275 CLASSON AVENUE	11205	Brooklyn	302	3	Brooklyn	35	57	25	BK69	Clinton Hill	3019300	New York	40.69153074	-73.96062867	995168.302	191222.1924	33	193	3055128	3019240012
203597	301947	2015-09-04T00:00:00.000	0	15	OnCurb	Stump							Volunteer		No	No	No	No	No	No	No	No	No	22-063 37 STREET	11105	Astoria	401	4	Queens	22	36	13	QN72	Steinway	4011700	New York	40.77248279	-73.90907286	1009434.936	220726.1774	22	117	4015864	4008060007
195995	104413	2015-09-01T00:00:00.000	3	0	OnCurb	Alive	Fair	Gleditsia triacanthos var. inermis	honeylocust	None	None	NoDamage	Volunteer	Stones,BranchOther	Yes	No	No	No	No	No	No	No	Yes	3 EAST 29 STREET	10016	New York	105	1	Manhattan	4	75	28	MN17	Midtown-Midtown South	1007400	New York	40.74486653	-73.98598251	988134.1658	210651.9085	4	74	1016926	1008590006
190386	107488	2015-08-30T00:00:00.000	10	0	OnCurb	Alive	Good	Gleditsia triacanthos var. inermis	honeylocust	3or4	Helpful	NoDamage	Volunteer	RootOther,TrunkOther,BranchOther	No	No	Yes	No	No	Yes	No	No	Yes	239 EAST 72 STREET	10021	New York	108	1	Manhattan	4	76	28	MN31	Lenox Hill-Roosevelt Island	1012600	New York	40.76916627	-73.95901189	995603.4261	219507.4426	4	126	1043971	1014270017
208819	107238	2015-09-08T00:00:00.000	12	0	OnCurb	Alive	Good	Gleditsia triacanthos var. inermis	honeylocust	3or4	Harmful	NoDamage	Volunteer	None	No	No	No	No	No	No	No	No	No	333 EAST 66 STREET	10065	New York	108	1	Manhattan	5	76	28	MN31	Lenox Hill-Roosevelt Island	1011800	New York	40.76432442	-73.95945923	995480.3322	217743.3385	5	118	1044740	1014410017
200697	215932	2015-09-03T00:00:00.000	10	0	OnCurb	Alive	Good	Tilia americana	American linden	None	None	NoDamage	Volunteer	None	No	No	No	No	No	No	No	No	No	246 DRIGGS AVENUE	11222	Brooklyn	301	3	Brooklyn	33	50	26	BK76	Greenpoint	3057100	New York	40.72286388	-73.94759301	998776.468	202639.6876	33	571	3066853	3026820035
189599	223168	2015-08-30T00:00:00.000	3	0	OnCurb	Alive	Good	Tilia americana	American linden	1or2	Helpful	NoDamage	Volunteer	None	No	No	No	No	No	No	No	No	No	44 PROSPECT PARK WEST	11215	Brooklyn	306	3	Brooklyn	39	52	21	BK37	Park Slope-Gowanus	3016500	New York	40.66972377	-73.97268165	991828.2939	183276.0088	39	165	3025139	3010750039
187229	104671	2015-08-29T00:00:00.000	4	0	OnCurb	Alive	Fair	Gleditsia triacanthos var. inermis	honeylocust	3or4	Helpful	NoDamage	NYC Parks Staff	RootOther,TrunkOther,BranchOther	No	No	Yes	No	No	Yes	No	No	Yes	301 MADISON AVENUE	10017	New York	105	1	Manhattan	4	73	27	MN20	Murray Hill-Kips Bay	1008200	New York	40.75235028	-73.97971637	989869.8454	213378.8197	4	82	1035331	1012760022
192892	210568	2015-08-31T00:00:00.000	8	0	OnCurb	Alive	Good	Ginkgo biloba	ginkgo	None	None	NoDamage	TreesCount Staff	BranchLights	No	No	No	No	No	No	Yes	No	No	3792 BEDFORD AVENUE	11229	Brooklyn	315	3	Brooklyn	48	41	17	BK44	Madison	3054800	New York	40.60963578	-73.94855771	998533.2939	161387.3361	48	548	3253757	3067870038
206381	105376	2015-09-06T00:00:00.000	10	0	OnCurb	Alive	Good	Ginkgo biloba	ginkgo	1or2	Harmful	NoDamage	Volunteer	RootOther	No	No	Yes	No	No	No	No	No	No	400 2 AVENUE	10010	New York	106	1	Manhattan	2	74	27	MN21	Gramercy	1006400	New York	40.73815531	-73.98054734	989640.7628	208207.0859	2	64	1084709	1009290001
187061	106107	2015-08-29T00:00:00.000	6	0	OnCurb	Alive	Good	Gleditsia triacanthos var. inermis	honeylocust	1or2	Unsure	NoDamage	NYC Parks Staff	MetalGrates,TrunkOther	No	Yes	No	No	No	Yes	No	No	No	25 CENTRAL PARK WEST	10023	New York	107	1	Manhattan	6	75	27	MN14	Lincoln Square	1014900	New York	40.77005069	-73.98079175	989570.4834	219827.5922	6	149	1076225	1011157501
189365	223743	2015-08-30T00:00:00.000	8	0	OnCurb	Alive	Good	Gleditsia triacanthos var. inermis	honeylocust	3or4	Helpful	Damage	Volunteer	None	No	No	No	No	No	No	No	No	No	200 STERLING PLACE	11217	Brooklyn	306	3	Brooklyn	39	52	20	BK64	Prospect Heights	3016100	New York	40.67672539	-73.97265212	991835.6912	185826.9023	39	159	3029309	3011690009
161340	230864	2015-08-20T00:00:00.000	14	0	OnCurb	Alive	Good	Gleditsia triacanthos var. inermis	honeylocust	None	None	NoDamage	TreesCount Staff	None	No	No	No	No	No	No	No	No	No	1600 CHURCH AVENUE	11226	Brooklyn	314	3	Brooklyn	40	42	21	BK42	Flatbush	3051200	New York	40.64872085	-73.96469573	994046.7261	175624.8539	40	512	3117063	3050970001
204224	217797	2015-09-05T00:00:00.000	13	0	OnCurb	Alive	Good	Gleditsia triacanthos var. inermis	honeylocust	None	None	Damage	Volunteer	Stones	Yes	No	No	No	No	No	No	No	No	296 POWERS STREET	11211	Brooklyn	301	3	Brooklyn	34	53	18	BK90	East Williamsburg	3048100	New York	40.71308988	-73.93895706	1001172.713	199080.2725	34	481	3070443	3029220030
190435	106099	2015-08-30T00:00:00.000	11	0	OnCurb	Alive	Good	Gleditsia triacanthos var. inermis	honeylocust	None	None	NoDamage	Volunteer	None	No	No	No	No	No	No	No	No	No	132 WEST 60 STREET	10023	New York	107	1	Manhattan	3	67	27	MN14	Lincoln Square	1014500	New York	40.77055862	-73.9861635	988082.536	220012.3681	3	145	1028828	1011310050
193092	225564	2015-08-31T00:00:00.000	12	0	OnCurb	Alive	Good	Gleditsia triacanthos var. inermis	honeylocust	None	None	Damage	Volunteer	None	No	No	No	No	No	No	No	No	No	367 PROSPECT AVENUE	11215	Brooklyn	307	3	Brooklyn	38	44	21	BK37	Park Slope-Gowanus	3014900	New York	40.66116853	-73.98577305	988197.1594	180158.2329	39	149	3325216	3011120001
209331	222706	2015-09-08T00:00:00.000	12	0	OnCurb	Alive	Good	Gleditsia triacanthos var. inermis	honeylocust	None	None	NoDamage	Volunteer	None	No	No	No	No	No	No	No	No	No	1488 GREENE AVENUE	11237	Brooklyn	304	3	Brooklyn	37	53	18	BK77	Bushwick North	3044100	New York	40.70233782	-73.91521777	1007757.659	195168.4522	37	441	3075525	3033020011
200439	102449	2015-09-03T00:00:00.000	6	0	OnCurb	Alive	Good	Ginkgo biloba	ginkgo	None	None	Damage	NYC Parks Staff	Stones,TrunkOther	Yes	No	No	No	No	Yes	No	No	No	8 HENRY STREET	10038	New York	103	1	Manhattan	1	65	26	MN27	Chinatown	1002700	New York	40.71269558	-73.99769319	984889.5125	198930.7295	1	27	1003375	1002790040
180252	106093	2015-08-27T00:00:00.000	8	0	OnCurb	Alive	Fair	Gleditsia triacanthos var. inermis	honeylocust	1or2	Helpful	Damage	Volunteer	None	No	No	No	No	No	No	No	No	No	31 WEST 60 STREET	10023	New York	107	1	Manhattan	3	67	27	MN14	Lincoln Square	1014500	New York	40.76961476	-73.98364215	988780.9814	219668.6089	3	145	1084277	1011130008
180434	229835	2015-08-27T00:00:00.000	6	0	OnCurb	Alive	Good	Ginkgo biloba	ginkgo	None	None	Damage	Volunteer	None	No	No	No	No	No	No	No	No	No	1600 AVENUE L	11230	Brooklyn	314	3	Brooklyn	44	48	17	BK43	Midwood	3053800	New York	40.62037645	-73.95847826	995776.933	165298.9828	44	768	3180673	3067340109
209045	225648	2015-09-08T00:00:00.000	6	0	OnCurb	Alive	Good	Gleditsia triacanthos var. inermis	honeylocust	None	None	NoDamage	Volunteer	None	No	No	No	No	No	No	No	No	No	639 4 AVENUE	11232	Brooklyn	307	3	Brooklyn	38	51	20	BK37	Park Slope-Gowanus	3014300	New York	40.6635718	-73.99457015	985756.4159	181033.5392	38	143	3397574	3006377501
201593	338263	2015-09-04T00:00:00.000	2	0	OffsetFromCurb	Alive	Good	Gleditsia triacanthos var. inermis	honeylocust	1or2	None	NoDamage	TreesCount Staff	None	No	No	No	No	No	No	No	No	No	2-008 BEACH 108 STREET	11694	Rockaway Park	414	4	Queens	32	23	15	QN10	Breezy Point-Belle Harbor-Rockaway Park-Broad Channel	4093800	New York	40.58221487	-73.82831042	1031940.305	151439.7438				
193069	210437	2015-08-31T00:00:00.000	13	0	OnCurb	Alive	Good	Gleditsia triacanthos var. inermis	honeylocust	None	None	NoDamage	TreesCount Staff	Stones,BranchLights	Yes	No	No	No	No	No	Yes	No	No	2724 QUENTIN ROAD	11229	Brooklyn	315	3	Brooklyn	48	41	17	BK44	Madison	3054800	New York	40.60955151	-73.94574108	999315.3688	161357.1091	48	548	3253790	3068100009
189243	223527	2015-08-30T00:00:00.000	13	0	OnCurb	Alive	Good	Tilia americana	American linden	None	None	Damage	Volunteer	Stones,RootOther,TrunkOther	Yes	No	Yes	No	No	Yes	No	No	No	214 ST JOHNS PLACE	11217	Brooklyn	306	3	Brooklyn	39	52	21	BK37	Park Slope-Gowanus	3015900	New York	40.67586569	-73.97279	991797.5426	185513.6773	39	159	3024441	3010590026
180516	344567	2015-08-27T00:00:00.000	9	0	OnCurb	Alive	Poor	Ginkgo biloba	ginkgo	None	None	Damage	Volunteer	None	No	No	No	No	No	No	No	No	No	62-015 MYRTLE AVENUE	11385	Ridgewood	405	4	Queens	30	37	15	QN19	Glendale	4057700	New York	40.70099719	-73.89270307	1014000.929	194686.8669	30	577	4088367	4036380057
208860	219320	2015-09-08T00:00:00.000	17	0	OnCurb	Alive	Good	Gleditsia triacanthos var. inermis	honeylocust	None	None	Damage	Volunteer	RootOther,TrunkOther	No	No	Yes	No	No	Yes	No	No	No	283 CLASSON AVENUE	11205	Brooklyn	302	3	Brooklyn	35	57	25	BK69	Clinton Hill	3019300	New York	40.69124695	-73.96056701	995185.4483	191118.8045	33	193	3055124	3019240008
204033	106892	2015-09-05T00:00:00.000	7	0	OnCurb	Alive	Good	Gleditsia triacanthos var. inermis	honeylocust	1or2	Harmful	NoDamage	Volunteer	None	No	No	No	No	No	No	No	No	No	2681 BROADWAY	10025	New York	107	1	Manhattan	6	69	31	MN12	Upper West Side	1019100	New York	40.79880049	-73.96897589	992839.6432	230303.0614	6	191	1056558	1018747501
208410	345647	2015-09-07T00:00:00.000	8	0	OnCurb	Alive	Good	Ginkgo biloba	ginkgo	None	None	NoDamage	Volunteer	Stones,TrunkOther,BranchLights,BranchOther	Yes	No	No	No	No	Yes	Yes	No	Yes	315 ONDERDONK AVENUE	11385	Ridgewood	405	4	Queens	34	37	12	QN20	Ridgewood	4053900	New York	40.70871281	-73.91480707	1007869.274	197491.1635	34	539	4081123	4033990001
210544	216081	2015-09-08T00:00:00.000	6	0	OnCurb	Dead							Volunteer		No	No	No	No	No	No	No	No	No	111 DIAMOND STREET	11222	Brooklyn	301	3	Brooklyn	33	50	26	BK76	Greenpoint	3057100	New York	40.72627143	-73.94728673	998860.6187	203881.213	33	571	3066265	3026510014
170023	100449	2015-08-24T00:00:00.000	2	0	OffsetFromCurb	Alive	Good	Gleditsia triacanthos var. inermis	honeylocust	None	None	NoDamage	TreesCount Staff	None	No	No	No	No	No	No	No	No	No	120 LIBERTY STREET	10048	New York	101	1	Manhattan	1	65	26	MN25	Battery Park City-Lower Manhattan	1001300	New York	40.71007644	-74.01226648	980849.2532	197976.7271	1	13	1001040	1000520021
189583	219478	2015-08-30T00:00:00.000	4	0	OnCurb	Alive	Good	Ginkgo biloba	ginkgo	None	None	NoDamage	Volunteer	None	No	No	No	No	No	No	No	No	No	68 VANDERBILT AVENUE	11205	Brooklyn	302	3	Brooklyn	35	50	25	BK68	Fort Greene	3018700	New York	40.69577266	-73.97068954	992377.7426	192766.5551	35	187	3058146	3020460050
189500	223361	2015-08-30T00:00:00.000	15	0	OnCurb	Alive	Good	Gleditsia triacanthos var. inermis	honeylocust	3or4	Helpful	NoDamage	Volunteer	None	No	No	No	No	No	No	No	No	No	925 PRESIDENT STREET	11215	Brooklyn	306	3	Brooklyn	39	52	21	BK37	Park Slope-Gowanus	3016500	New York	40.67249783	-73.97235367	991918.9584	184286.7069	39	165	3024720	3010660059
189902	223586	2015-08-30T00:00:00.000	12	0	OnCurb	Alive	Good	Ginkgo biloba	ginkgo	1or2	Harmful	Damage	Volunteer	None	No	No	No	No	No	No	No	No	No	23 7 AVENUE	11217	Brooklyn	306	3	Brooklyn	39	52	21	BK37	Park Slope-Gowanus	3015900	New York	40.67688868	-73.97371851	991539.8791	185886.3028	39	159	3024360	3010580009
187294	109688	2015-08-29T00:00:00.000	9	0	OnCurb	Alive	Good	Gleditsia triacanthos var. inermis	honeylocust	None	None	NoDamage	Volunteer	Stones,TrunkOther,BranchOther	Yes	No	No	No	No	Yes	No	No	Yes	110 ST NICHOLAS AVENUE	10026	New York	110	1	Manhattan	9	70	30	MN11	Central Harlem South	1021800	New York	40.80278452	-73.95251716	997395.7824	231756.6268	9	218	1055058	1018250064
192893	210568	2015-08-31T00:00:00.000	10	0	OnCurb	Alive	Good	Ginkgo biloba	ginkgo	None	None	NoDamage	TreesCount Staff	BranchLights	No	No	No	No	No	No	Yes	No	No	2423 QUENTIN ROAD	11229	Brooklyn	315	3	Brooklyn	48	41	17	BK44	Madison	3054800	New York	40.60949889	-73.94853152	998540.5938	161337.4674	48	548	3253757	3067870038
206382	105376	2015-09-06T00:00:00.000	11	0	OnCurb	Alive	Good	Gleditsia triacanthos var. inermis	honeylocust	1or2	Harmful	NoDamage	Volunteer	RootOther	No	No	Yes	No	No	No	No	No	No	400 2 AVENUE	10010	New York	106	1	Manhattan	2	74	27	MN21	Gramercy	1006400	New York	40.73824263	-73.98048352	989658.4426	208238.9041	2	64	1084709	1009290001
189249	223527	2015-08-30T00:00:00.000	11	0	OnCurb	Alive	Good	Tilia americana	American linden	None	None	Damage	Volunteer	Stones,TrunkOther	Yes	No	No	No	No	Yes	No	No	No	238 ST JOHNS PLACE	11217	Brooklyn	306	3	Brooklyn	39	52	21	BK37	Park Slope-Gowanus	3015900	New York	40.67561105	-73.97213743	991978.5823	185420.9612	39	159	3024451	3010590036
189251	223527	2015-08-30T00:00:00.000	7	0	OnCurb	Alive	Good	Ginkgo biloba	ginkgo	1or2	Unsure	NoDamage	Volunteer	RootOther	No	No	Yes	No	No	No	No	No	No	242 ST JOHNS PLACE	11217	Brooklyn	306	3	Brooklyn	39	52	21	BK37	Park Slope-Gowanus	3015900	New York	40.67551014	-73.97187885	992050.3213	185384.2215	39	159	3024453	3010590039
201817	338314	2015-09-04T00:00:00.000	2	0	OffsetFromCurb	Alive	Poor	Tilia americana	American linden	None	None	NoDamage	TreesCount Staff	None	No	No	No	No	No	No	No	No	No	103-04 ROCKAWAY BEACH BOULEVARD	11694	Rockaway Park	414	4	Queens	32	23	15	QN10	Breezy Point-Belle Harbor-Rockaway Park-Broad Channel	4093800	New York	40.58344881	-73.82405773	1033120.673	151891.6415	32	938	4533406	4161767501
201819	338314	2015-09-04T00:00:00.000	2	0	OffsetFromCurb	Alive	Poor	Tilia americana	American linden	None	None	NoDamage	TreesCount Staff	None	No	No	No	No	No	No	No	No	No	102-20 ROCKAWAY BEACH BOULEVARD	11694	Rockaway Park	414	4	Queens	32	23	15	QN10	Breezy Point-Belle Harbor-Rockaway Park-Broad Channel	4093800	New York	40.58350299	-73.82387099	1033172.504	151911.4853	32	938	4533404	4161767501
204025	218365	2015-09-05T00:00:00.000	3	0	OnCurb	Alive	Good	Gleditsia triacanthos var. inermis	honeylocust	1or2	None	NoDamage	Volunteer	None	No	No	No	No	No	No	No	No	No	390 MORGAN AVENUE	11211	Brooklyn	301	3	Brooklyn	34	50	18	BK90	East Williamsburg	3044900	New York	40.71763375	-73.93663139	1001816.252	200736.2013	34	449	3338310	3028870001
193395	340964	2015-09-01T00:00:00.000	10	0	OnCurb	Alive	Good	Gleditsia triacanthos var. inermis	honeylocust	1or2	None	NoDamage	Volunteer	None	No	No	No	No	No	No	No	No	No	34-041 78 STREET	11372	Jackson Heights	403	4	Queens	25	34	13	QN28	Jackson Heights	4028500	New York	40.75182477	-73.88841976	1015165.003	213206.3978	25	285	4029136	4012650052
210541	216081	2015-09-08T00:00:00.000	14	0	OnCurb	Alive	Good	Tilia americana	American linden	None	None	Damage	Volunteer	None	No	No	No	No	No	No	No	No	No	93 DIAMOND STREET	11222	Brooklyn	301	3	Brooklyn	33	50	26	BK76	Greenpoint	3057100	New York	40.72566319	-73.94694312	998955.9922	203659.6702	33	571	3066273	3026510023
184749	505305	2015-08-29T00:00:00.000	3	0	OnCurb	Alive	Fair	Platanus x acerifolia	London planetree	None	None	NoDamage	Volunteer	None	No	No	No	No	No	No	No	No	No	546 EAST 181 STREET	10457	Bronx	206	2	Bronx	15	86	33	BX17	East Tremont	2037504	New York	40.85153001	-73.89377521	1013637.142	249530.6467	15	37504	2011508	2030470050
185678	504449	2015-08-29T00:00:00.000	2	0	OnCurb	Alive	Good	Ulmus americana	American elm	1or2	Helpful	NoDamage	Volunteer	None	No	No	No	No	No	No	No	No	No	70 EAST 183 STREET	10453	Bronx	205	2	Bronx	14	86	33	BX40	Fordham South	2023900	New York	40.85811921	-73.9021878	1011307.116	251928.6314	14	239	2013992	2031820031
182059	303510	2015-08-28T00:00:00.000	22	0	OnCurb	Alive	Fair	Platanus x acerifolia	London planetree	None	None	Damage	Volunteer	Stones	Yes	No	No	No	No	No	No	No	No	37-011 47 AVENUE	11101	Long Island City	402	4	Queens	26	37	12	QN31	Hunters Point-Sunnyside-West Maspeth	4017900	New York	40.74222798	-73.92783662	1004246.844	209698.5262	26	179	4003171	4002240001
182170	228523	2015-08-28T00:00:00.000	27	0	OnCurb	Alive	Good	Platanus x acerifolia	London planetree	None	None	NoDamage	TreesCount Staff	Stones	Yes	No	No	No	No	No	No	No	No	5414 11 AVENUE	11219	Brooklyn	312	3	Brooklyn	44	48	17	BK88	Borough Park	3021800	New York	40.63461036	-73.99982555	984298.4179	170482.0436	44	218	3139264	3056740036
188609	107627	2015-08-30T00:00:00.000	9	0	OnCurb	Dead							Volunteer		No	No	No	No	No	No	No	No	No	413 EAST 79 STREET	10075	New York	108	1	Manhattan	5	76	28	MN32	Yorkville	1013600	New York	40.77199195	-73.95165745	997639.9876	220537.9707	5	136	1050348	1015590009
161371	339703	2015-08-20T00:00:00.000	25	0	OnCurb	Alive	Good	Platanus x acerifolia	London planetree	None	None	Damage	TreesCount Staff	Stones,BranchLights	Yes	No	No	No	No	No	Yes	No	No	32-024 ANCHOR DRIVE	11691	Far Rockaway	414	4	Queens	31	23	10	QN15	Far Rockaway-Bayswater	4100801	New York	40.61095304	-73.7701119	1048078.629	161946.8107	31	100801	4300088	4157010079
195488	413493	2015-09-01T00:00:00.000	10	0	OnCurb	Alive	Fair	Acer ginnala	Amur maple	None	None	Damage	TreesCount Staff	RootOther,BranchLights	No	No	Yes	No	No	No	Yes	No	No	973 ARMSTRONG AVENUE	10308	Staten Island	503	5	Staten Island	51	62	24	SI54	Great Kills	5014607	New York	40.55832021	-74.16176844	939299.4153	142729.0991	51	14607	5072072	5054760006
184924	504108	2015-08-29T00:00:00.000	3	0	OnCurb	Alive	Poor	Ulmus americana	American elm	None	None	NoDamage	Volunteer	RootOther	No	No	Yes	No	No	No	No	No	No	1936 ANTHONY AVENUE	10457	Bronx	205	2	Bronx	15	86	33	BX41	Mount Hope	2038100	New York	40.84983561	-73.90281035	1011138.252	248910.4094	15	381	2007766	2028140029
192294	327484	2015-08-31T00:00:00.000	37	0	OnCurb	Alive	Good	Platanus x acerifolia	London planetree	None	None	Damage	TreesCount Staff	None	No	No	No	No	No	No	No	No	No	117-024 201 PLACE	11412	Saint Albans	412	4	Queens	27	33	14	QN08	St. Albans	4038400	New York	40.69414597	-73.75058098	1053415.091	192271.0095	27	384	4271976	4126260018
188761	302394	2015-08-30T00:00:00.000	17	0	OnCurb	Alive	Good	Platanus x acerifolia	London planetree	None	None	NoDamage	Volunteer	None	No	No	No	No	No	No	No	No	No	20-056 20 STREET	11105	Astoria	401	4	Queens	22	36	13	QN72	Steinway	4010500	New York	40.78343726	-73.91459447	1007901.673	224715.7183	22	105	4020309	4008930007
189940	302377	2015-08-30T00:00:00.000	13	0	OnCurb	Alive	Good	Platanus x acerifolia	London planetree	None	None	NoDamage	Volunteer	None	No	No	No	No	No	No	No	No	No	20-044 24 STREET	11105	Astoria	401	4	Queens	22	36	13	QN72	Steinway	4010500	New York	40.78183619	-73.91206578	1008602.54	224133.0875	22	105	4019712	4008810060
163875	208277	2015-08-21T00:00:00.000	14	0	OnCurb	Alive	Fair	Platanus x acerifolia	London planetree	None	None	NoDamage	NYC Parks Staff	None	No	No	No	No	No	No	No	No	No	2847 KNAPP STREET	11235	Brooklyn	315	3	Brooklyn	48	59	22	BK17	Sheepshead Bay-Gerritsen Beach-Manhattan Beach	3062200	New York	40.58453676	-73.93097316	1003422.966	152246.4836	48	622	3248660	3088430164
